source	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	translation
те	te	toј	тој	Pd--pn		214	13	12	det	p_nom	
беа	bea	e	е	Vmii3pi		214	14	10	conj		
,	,	,	,	Z		214	15	14	punct		
немаше	nemaše	nema	нема	Vmii3si		214	16	14	xcomp		
фрески	freski	freska	фреска	Nfsnn		214	17	16	obj		
ништо	ništo	ništo	ништо	R		214	18	19	obj		
немаше	nemaše	nema	нема	Vmii3si		214	19	16	xcomp		
,	,	,	,	Z		214	20	19	punct		
											
ни	ni	nie	ние	Pp1-pd		215	1	2	obl	iobj	They told us that the Germans used is as stock, as stock, as some stock.
кажвеа	kažvea	kažuva	кажува	Vmii3pi		215	2	0	root		
дека	deka	deka	дека	C		215	3	8	mark		
овие	ovie	ovoј	овој	Pd--pn		215	4	5	det		
германци+	germanci+	Germanec	Германец	Nmpny		215	5	8	nsubj		
те	te	toј	тој	Pd--pn		215	6	5	det	p_nom	
ја	јa	taa	таа	Pp3fsa		215	7	8	obj		
користеле	koristele	koristi	користи	Vmp--pi	A-pn	215	8	2	advcl		
како	kako	kako	како	S		215	9	10	case		
лагер	lager	lager	лагер	Nmsnn		215	10	8	obl		
,	,	,	,	Z		215	11	8	punct		
како	kako	kako	како	S		215	12	13	case		
лагер	lager	lager	лагер	Nmsnn		215	13	10	appos		
како	kako	kako	како	S		215	14	15	case		
некој	nekoј	nekoј	некој	Pi-msn		215	15	17	amod		
шо	šo	što	што	Pr		215	16	17	discourse		
магацин	magacin	magacin	магацин	Nmsnn		215	17	13	conj		
,	,	,	,	Z		215	18	17	punct		
											
којни	koјni	konj	коњ	Nmpny		216	1	2	obj		They held horses inside, as everywhere they were sinners, they didn't like the churches.
чувале	čuvale	čuva	чува	Vmp--pi	A-pn	216	2	0	root		
внатре	vnatre	vnatre	внатре	R		216	3	2	advmod		
како	kako	kako	како	S		216	4	5	case		
насекаде	nasekade	nasekade	насекаде	R		216	5	8	advmod		
шо	šo	što	што	Pr		216	6	8	mark		
беа	bea	e	е	Vmii3pi		216	7	8	cop		
безбожници	bezbožnici	bezbožnik	безбожник	Nmpny		216	8	2	advcl		
шо	šo	što	што	Pr		216	9	12	mark		
не	ne	ne	не	Qz		216	10	12	advmod		
ги	gi	tie	тие	Pp3-pa		216	11	12	expl		
сакаја	sakaјa	saka	сака	Vmii3pi		216	12	8	advcl		
цркви+	crkvi+	crkva+	црква+	Nfsnn		216	13	12	obj		
те	te	toј	тој	Pd--pn		216	14	13	det	p_nom	
.	.	.	.	Z		216	15	12	punct		
											
и	i	i	и	C		217	1	5	cc		And I had really big wish that temple to be restored and to be made again, to paint, to paint him with frescoes all stuff.
многу	mnogu	mnogu	многу	R		217	2	3	advmod		
голема	golema	golem	голем	Afsn		217	3	4	amod		
желба	želba	želba	желба	Nfsnn		217	4	5	obj		
имав	imav	ima	има	Vmii1si		217	5	0	root		
тој	toј	toј	тој	Pd-msn		217	6	7	det		
храм	xram	xram	храм	Nmsnn		217	7	10	obj		
да	da	da	да	C		217	8	10	fixed	inf	
го	go	toј	тој	Pp3msa		217	9	10	expl		
обноват	obnovat	obnovi	обнови	Vmip3pe		217	10	5	xcomp		
и	i	i	и	C		217	11	14	cc		
да	da	da	да	C		217	12	14	fixed	inf	
го	go	toј	тој	Pp3msa		217	13	14	expl		
направат	napravat	napravi	направи	Vmip3pe		217	14	10	xcomp		
пак	pak	pak	пак	R		217	15	14	advmod		
да	da	da	да	C		217	16	18	fixed	inf	
го	go	toј	тој	Pp3msa		217	17	18	expl		
нацртат	nacrtat	nacrta	нацрта	Vmip3pe		217	18	14	xcomp		
да	da	da	да	C		217	19	21	fixed	inf	
го	go	toј	тој	C		217	20	21	expl		
нацртаат	nacrtaat	nacrta	нацрта	Vmip3pe		217	21	18	xcomp		
со	so	so	со	S		217	22	23	case		
фрески	freski	freska	фреска	Nfsnn		217	23	21	obl		
сите	site	siot	сиот	A-pn		217	24	25	amod		
работи	raboti	raboti	работи	Nfsnn		217	25	23	nmod		
.	.	.	.	Z		217	26	21	punct		
											
па	pa	pa	па	C		218	1	5	cc		So, also it stayed in my memory.
исто	isto	isto	исто	R		218	2	3	advmod		
така	taka	taka	така	R		218	3	5	advmod		
ми	mi	јas	јас	Pp1-sd		218	4	5	obl	iobj	
остана	ostana	ostane	остане	Vmia3se		218	5	0	root		
во	vo	vo	во	S		218	6	7	case		
сеќавање	seќavanje	seќavanje	сеќавање	Nnsnn		218	7	5	obl		
											
баш	baš	baš	баш	R		219	1	3	advmod		Exactly when we were in Germany there was a show from Serbia that all the time was showing the consecration of the temple Saint Sava, where it's already with big bells.
ко	ko	koga	кога	R		219	2	3	mark		
бевме	bevme	e	е	Vmii1pi		219	3	6	advcl		
во	vo	vo	во	S		219	4	5	case		
германија	germaniјa	Germaniјa	Германија	Nfsnn		219	5	3	obl		
имаше	imaše	ima	има	Vmii3si		219	6	0	root		
една	edna	eden	еден	Pi-fsn		219	7	8	det	indf	
емисија	emisiјa	emisiјa	емисија	Nfsnn		219	8	6	obj		
од	od	od	од	S		219	9	10	case		
србија	srbiјa	Srbiјa	Србија	Nfsnn		219	10	8	nmod		
кај	kaј	kaј	кај	Pr		219	11	14	mark		
шо	šo	što	што	Pr		219	12	14	mark		
го	go	toј	тој	Pp3nsa		219	13	14	expl		
кажва	kažva	kažuva	кажува	Vmii3si		219	14	6	advcl		
цело	celo	cel	цел	Ansn		219	15	16	amod		
време	vreme	vreme	време	Nnsnn		219	16	14	advmod		
осветување+	osvetuvanje+	osvetuvanje+	осветување+	Nnsnn		219	17	14	obj		
то	to	toј	тој	Pd-nsn		219	18	17	det	p_nom	
на	na	na	на	S		219	19	20	case		
храм+	xram+	xram+	храм+	Nmsnn		219	20	17	nmod		
от	ot	toј	тој	Pd-msn		219	21	20	det	p_nom	
свети	sveti	cveti	cвети	Amsny		219	22	23	amod		
сава	sava	Sava	Сава	Nmsny		219	23	20	flat		
,	,	,	,	Z		219	24	14	punct		
кај	kaј	kade	каде	Pr		219	25	27	mark		
шо	šo	što	што	Pr		219	26	27	mark		
е	e	e	е	Vmip3si		219	27	14	advcl		
веќе	veќe	veќe	веќе	R		219	28	27	advmod		
со	so	so	со	S		219	29	30	case		
големи	golemi	golem	голем	A-pn		219	30	31	amod		
звона	zvona	źvono	ѕвоно	Nnpnn		219	31	27	obl		
,	,	,	,	Z		219	32	27	punct		
											
не	ne	ne	не	Qz		220	1	2	advmod		I don't know how much the bells weighted.
знам	znam	znae	знае	Vmip1si		220	2	0	root		
колку	kolku	kolku	колку	R		220	3	4	mark		
биле	bile	e	е	Vmp--si	A-pn	220	4	2	advcl		
тешки	teški	težok	тежок	A-pn		220	5	6	amod		
звона+	zvona+	źvono+	ѕвоно+	Nnpnn		220	6	4	nsubj		
та	ta	toј	тој	Pd--pn		220	7	6	det	p_nom	
											
во	vo	vo	во	S		221	1	2	case		They casted them in Russia, that's how I have everything written about that.
русија	rusiјa	Rusiјa	Русија	Nfsnn		221	2	4	obl		
ги	gi	tie	тие	Pp3-pa		221	3	4	obj		
леале	leale	lee	лее	Vmp--pi	A-pn	221	4	0	root		
,	,	,	,	Z		221	5	4	punct		
така	taka	taka	така	R		221	6	9	advmod		
имам	imam	ima	има	Vmip1si		221	7	9	cop		
све	sve	sè	сè	P-----		221	8	9	advmod		
запишано	zapišano	zapiše	запише	Vmp--se	Ansn	221	9	4	xcomp		
за	za	za	за	S		221	10	11	case		
то	to	toa	тоа	Pp3nsn		221	11	9	obl		
,	,	,	,	Z		221	12	9	punct		
											
значи	znači	znači	значи	Qo		222	1	7	discourse		So, now I can't find it but I have everything from line to line written, everything they told.
сеа	sea	sega	сега	R		222	2	4	advmod		
не	ne	ne	не	Qz		222	3	4	advmod		
можам	možam	može	може	Vaip1si		222	4	7	aux		
да	da	da	да	C		222	5	7	fixed	inf	
го	go	toј	тој	Pp3msa		222	6	7	obj		
најдам	naјdam	naјde	најде	Vmip1se		222	7	0	root		
ама	ama	ama	ама	C		222	8	15	cc		
се	se	sè	сè	P-----		222	9	15	obj		
имам	imam	ima	има	Vmip1si		222	10	15	cop		
од	od	od	од	S		222	11	12	case		
ред	red	red	ред	Nmsnn		222	12	15	obl		
до	do	do	до	S		222	13	14	case		
ред	red	red	ред	Nmsnn		222	14	12	nmod		
запишано	zapišano	zapiše	запише	Vmp--se	Ansn	222	15	7	xcomp		
све	sve	sè	сè	P-----		222	16	18	obj		
шо	šo	što	што	Pr		222	17	18	mark		
кажвеа	kažvea	kažuva	кажува	Vmii3pi		222	18	15	advcl		
,	,	,	,	Z		222	19	18	punct		
											
како	kako	kako	како	R		223	1	3	advmod		How the temple was built, what happened and how they restored it.
бил	bil	e	е	Vmp--si	Amsn	223	2	3	cop		
граден	graden	gradi	гради	Vmp--se	Amsn	223	3	0	root		
ова	ova	ovaј	овај	Pd-msn		223	4	5	det		
храм+	xram+	xram+	храм+	Nmsnn		223	5	3	obj		
от	ot	toј	тој	Pd-msn		223	6	5	det	p_nom	
шо	šo	što	што	Pr		223	7	9	mark		
се	se	se	се	Px---a		223	8	9	expl		
случвело	slučvelo	slučuva	случува	Vmii3si		223	9	3	advcl		
па	pa	pa	па	C		223	10	13	cc		
како	kako	kako	како	R		223	11	13	advmod		
го	go	toј	тој	Pp3msa		223	12	13	obj		
обновија	obnoviјa	obnovi	обнови	Vmia3pe		223	13	9	xcomp		
,	,	,	,	Z		223	14	13	punct		
											
го	go	toј	тој	Pp3msa		224	1	2	obj		They painted it and opened it now and the temple is nice.
нацртаја	nacrtaјa	nacrta	нацрта	Vmia3pe		224	2	0	root		
и	i	i	и	C		224	3	5	cc		
го	go	toј	тој	Pp3msa		224	4	5	obj		
пуштија	puštiјa	pušti	пушти	Vmia3pe		224	5	2	xcomp		
сега	sega	sega	сега	R		224	6	5	advmod		
и	i	i	и	C		224	7	12	cc		
храм+	xram+	xram+	храм+	Nmsnn		224	8	12	nsubj		
от	ot	toј	тој	Pd-msn		224	9	8	det	p_nom	
си	si	si	си	Px---d		224	10	11	expl	poss	
е	e	e	е	Vmip3si		224	11	12	cop		
убав	ubav	ubav	убав	Amsn		224	12	5	conj		
.	.	.	.	Z		224	13	12	punct		
											
е	e	e	е	I		225	1	4	discourse		So maybe sometime I will have luck to go and see it.
можда	možda	možebi	можеби	Qo		225	2	4	discourse		
ќе	ќe	ќe	ќе	Vaip		225	3	4	aux	hab	
имам	imam	ima	има	Vmip1si		225	4	0	root		
некоаш	nekoaš	nekogaš	некогаш	R		225	5	4	advmod		
среќа	sreќa	sreќa	среќа	Nfsnn		225	6	4	obj		
да	da	da	да	C		225	7	8	fixed	inf	
одам	odam	odi	оди	Vmip1si		225	8	4	xcomp		
и	i	i	и	C		225	9	12	cc		
да	da	da	да	C		225	10	12	fixed	inf	
го	go	toј	тој	Pp3msa		225	11	12	obj		
видам	vidam	vidi	види	Vmip1si		225	12	8	xcomp		
.	.	.	.	Z		225	13	12	punct		
											
да	da	da	да	Q		226	1	7	discourse		Yes, in Vracar, in Vracar it is, Saint Sava, truly.
на	na	na	на	S		226	2	3	case		
врачар	vračar	Vračar	Врачар	Nmsnn		226	3	7	obl		
,	,	,	,	Z		226	4	3	punct		
на	na	na	на	S		226	5	6	case		
врачару	vračaru	Vračar	Врачар	Nmsnn		226	6	3	appos		
је	јe	e	е	Vmip3si		226	7	0	root		
тој	toј	toј	тој	Pp3msn		226	8	7	nsubj		
,	,	,	,	Z		226	9	7	punct		
свети	sveti	cveti	cвети	Amsny		226	10	11	amod		
сава	sava	Sava	Сава	Nmsny		226	11	8	appos		
.	.	.	.	Z		226	12	11	punct		
вистина	vistina	vistina	вистина	Nfsnn		226	13	7	discourse		
,	,	,	,	Z		226	14	13	punct		
											
значи	znači	znači	значи	Qo		227	1	4	discourse		So the frescoes that are painted are from Russia.
шо	šo	što	што	Pr		227	2	4	mark		
ги	gi	tie	тие	Pp3-pa		227	3	4	expl		
цртат	crtat	crta	црта	Vmip3pi		227	4	9	advcl		
фрески+	freski+	freska+	фреска+	Nfsnn		227	5	4	obj		
те	te	toј	тој	Pd-fsn		227	6	5	det	p_nom	
од	od	od	од	S		227	7	8	case		
русија	rusiјa	Rusiјa	Русија	Nfsnn		227	8	9	obl		
се	se	se	се	Vmip3pi		227	9	0	root		
.	.	.	.	Z		227	10	9	punct		
											
вистина	vistina	vistina	вистина	Nfsnn		228	1	5	discourse		Truly I am really glad.
баш	baš	baš	баш	R		228	2	5	advmod		
ми	mi	јas	јас	Pp1-sd		228	3	4	expl		
е	e	e	е	Vmip3si		228	4	5	cop		
мило	milo	milo	мило	R		228	5	0	root		
.	.	.	.	Z		228	6	5	punct		
											
и	i	i	и	C		229	1	5	cc		And so I am really happy about the temple Saint Sava.
така	taka	taka	така	R		229	2	5	advmod		
многу	mnogu	mnogu	многу	R		229	3	5	advmod		
се	se	se	се	Px---a		229	4	5	expl		
радвам	radvam	raduva	радува	Vmip1si		229	5	0	root		
за	za	za	за	S		229	6	7	case		
храм+	xram+	xram+	храм+	Nmsnn		229	7	5	obl		
от	ot	toј	тој	Pd-msn		229	8	7	det	p_nom	
свети	sveti	cveti	cвети	Amsny		229	9	10	amod		
сава	sava	Sava	Сава	Nmsny		229	10	7	flat		
											
и	i	i	и	C		230	1	5	cc		And everytime we would travel from here for when we would pass in Belgrad I would always turn around to see Saint Sava the temple, it is seen.
секогаш	sekogaš	sekogaš	секогаш	R		230	2	5	advmod		
ко	ko	koga	кога	C		230	3	5	mark		
ќе	ќe	ќe	ќе	Vaip		230	4	5	aux	hab	
патувавме	patuvavme	patuva	патува	Vmii1pi		230	5	18	advcl		
од	od	od	од	S		230	6	7	case		
овде	ovde	ovde	овде	R		230	7	5	advmod		
за	za	za	за	S		230	8	9	case		
ко	ko	koga	кога	C		230	9	11	mark		
ќе	ќe	ќe	ќе	Vaip		230	10	11	aux	hab	
врвевме	vrvevme	vrvi	врви	Vmii1pi		230	11	18	advcl		
низ	niz	niz	низ	S		230	12	13	case		
белград	belgrad	Belgrad	Белград	Nmsnn		230	13	11	obl		
јас	јas	јas	јас	Pp1-sn		230	14	18	nsubj		
секогаш	sekogaš	sekogaš	секогаш	R		230	15	18	advmod		
ќе	ќe	ќe	ќе	Vaip		230	16	18	aux	hab	
се	se	se	се	Px---a		230	17	18	expl		
свртев	svrtev	svrti	сврти	Vmia1se		230	18	0	root		
да	da	da	да	C		230	19	21	fixed	inf	
го	go	toј	тој	Pp3msa		230	20	21	expl		
видам	vidam	vidi	види	Vmip1se		230	21	18	xcomp		
свети	sveti	cveti	cвети	Amsny		230	22	23	amod		
сава	sava	Sava	Сава	Nmsny		230	23	21	obj		
храм+	xram+	xram+	храм+	Nmsnn		230	24	23	flat		
от	ot	toј	тој	Pd-msn		230	25	24	det	p_nom	
,	,	,	,	Z		230	26	21	punct		
се	se	se	се	Px---a		230	27	28	expl		
гледа	gleda	gleda	гледа	Vmip3se		230	28	21	xcomp		
.	.	.	.	Z		230	29				
											
многу	mnogu	mnogu	многу	R		231	1	2	advmod		Very big temple.
голем	golem	golem	голем	Amsn		231	2	3	amod		
храм	xram	xram	храм	Nmsnn		231	3	0	root		
,	,	,	,	Z		231	4	3	punct		
											
вистина	vistina	vistina	вистина	Nfsnn		232	1	3	discourse		Truly something unbelieveable.
нешто	nešto	nešto	нешто	Pi-nsn		232	2	3	det	indf	
невероватно	neverovatno	neveroјaten	неверојатен	Ansn		232	3	0	root		
,	,	,	,	Z		232	4	3	punct		
											
е	e	e	е	I		233	1	4	discourse		And that left me a good impression.
то	to	toa	тоа	Pp3nsn		233	2	4	nsubj		
ми	mi	јas	јас	Pp1-sd		233	3	4	obl	iobj	
остави	ostavi	ostavi	остави	Vmia3se		233	4	0	root		
убав	ubav	ubav	убав	Amsn		233	5	6	amod		
впечаток	vpečatok	vpečatok	впечаток	Nmsnn		233	6	4	obj		
.	.	.	.	Z		233	7	4	punct		
											
да	da	da	да	Q		234	1	5	discourse		Yes, so If you know something I for example embroidered the cloth.
значи	znači	znači	значи	Qo		234	2	5	discourse		
нешто	nešto	nešto	нешто	Pi-nsn		234	3	5	obj		
ако	ako	ako	ако	C		234	4	5	mark		
знаеш	znaeš	znae	знае	Vmip2si		234	5	11	advcl		
ево	evo	evo	ево	Qd		234	6	11	discourse		
јас	јas	јas	јас	Pp1-sn		234	7	11	nsubj		
на	na	na	на	S		234	8	9	case		
пример	primer	primer	пример	Nmsnn		234	9	11	discourse		
го	go	toј	тој	Pp3msa		234	10	11	expl		
навезав	navezav	naveze	навезе	Vmia1se		234	11	0	root		
чаршав+	čaršav+	čaršaf+	чаршаф+	Nmsnn		234	12	11	obj		
от	ot	toј	тој	Pd-msn		234	13	12	det	p_nom	
,	,	,	,	Z		234	14	11	punct		
											
јас	јas	јas	јас	Pp1-sn		235	1	2	nsubj		I knew how to embroid it but because it was pretty I got Imanje.
знаев	znaev	znae	знае	Vmii1si		235	2	5	aux		
да	da	da	да	C		235	3	5	fixed	inf	
го	go	toј	тој	Pp3msa		235	4	5	obj		
навежам	navežam	naveze	навезе	Vmip1se		235	5	0	root		
ама	ama	ama	ама	C		235	6	10	cc		
затоа	zatoa	zatoa	затоа	C		235	7	10	mark		
шо	šo	što	што	Pr		235	8	10	mark		
бил	bil	e	е	Vmp--si	Amsn	235	9	10	cop		
убав	ubav	ubav	убав	Amsn		235	10	12	advcl		
јас	јas	јas	јас	Pp1-sn		235	11	12	nsubj		
добив	dobiv	dobi	доби	Vmia1se		235	12	10	conj		
имање	imanje	imanje	имање	Nnsnn		235	13	12	obj		
,	,	,	,	Z		235	14	12	punct		
											
ме	me	јas	јас	Pp1-sa		236	1	2	obj		They took me in Belgrad to visit.
зедоја	zedoјa	zeme	земе	Vmia3pe		236	2	0	root		
во	vo	vo	во	S		236	3	4	case		
белград	belgrad	Belgrad	Белград	Nmsnn		236	4	2	obl		
да	da	da	да	C		236	5	6	fixed	inf	
шетаме	šetame	šeta	шета	Vmip1pi		236	6	2	xcomp		
.	.	.	.	Z		236	7	2	punct		
											
вистина	vistina	vistina	вистина	Nfsnn		237	1	4	discourse		Truly,  you see, I remembered to tell about Saint Sava.
,	,	,	,	Z		237	2	1	punct		
е	e	e	е	I		237	3	4	discourse		
виде	vide	vidi	види	Vmia2se		237	4	0	root		
се	se	se	се	Px---a		237	5	6	expl		
сетив	setiv	seti	сети	Vmia1se		237	6	4	root		
и	i	i	и	C		237	7	12	cc		
за	za	za	за	S		237	8	9	case		
свети	sveti	cveti	cвети	Amsny		237	9	10	amod		
сава	sava	Sava	Сава	Nmsny		237	10	12	obl		
да	da	da	да	C		237	11	12	fixed	inf	
кажам	kažam	kaže	каже	Vmip1se		237	12	6	xcomp		
.	.	.	.	Z		237	13	12	punct		
											
уреден	ureden	ureden	уреден	Amsn		238	1	0	root		The park is arranged surely around it.
е	e	e	е	Vmip3si		238	2	1	cop		
парк+	park+	park+	парк+	Nmsnn		238	3	1	nsubj		
от	ot	toј	тој	Pd-msn		238	4	3	det	p_nom	
сигурно	sigurno	sigurno	сигурно	R		238	5	1	advmod		
околу	okolu	okolu	околу	S		238	6	7	case		
него	nego	toј	тој	Pp3msa		238	7	1	obl		
.	.	.	.	Z		238	8	1	punct		
											
да	da	da	да	Q		239	1	5	discourse		Yes really, I don't know I have a big wish to enter the temple Saint Sava once again.
баш	baš	baš	баш	Qo		239	2	5	discourse		
,	,	,	,	Z		239	3	2	punct		
не	ne	ne	не	Qz		239	4	5	advmod		
знам	znam	znae	знае	Vmip1si		239	5	0	root		
голема	golema	golem	голем	Afsn		239	6	7	amod		
желба	želba	želba	желба	Nfsnn		239	7	5	xcomp		
ми	mi	јas	јас	Pp1-sd		239	8	9	expl		
е	e	e	е	Vmip3si		239	9	7	cop		
уше	uše	ušte	уште	R		239	10	11	advmod		
еднаш	ednaš	ednaš	еднаш	R		239	11	13	advmod		
да	da	da	да	C		239	12	13	fixed	inf	
влезам	vlezam	vleze	влезе	Vmip1se		239	13	7	xcomp		
во	vo	vo	во	S		239	14	15	case		
храм+	xram+	xram+	храм+	Nmsnn		239	15	13	obl		
от	ot	toј	тој	Pd-msn		239	16	15	det	p_nom	
свети	sveti	cveti	cвети	Amsny		239	17	18	amod		
сава	sava	Sava	Сава	Nmsny		239	18	15	flat		
.	.	.	.	Z		239	19	13	punct		
											
да	da	da	да	Q		240	1	3	discourse		Yes, yes, it is close, six hours from Skopje.
да	da	da	да	Q		240	2	1	appos		
блиску	blisku	blisku	блиску	R		240	3	0	root		
е	e	e	е	Vmip3si		240	4	3	cop		
,	,	,	,	Z		240	5	3	punct		
шес	šes	šest	шест	M		240	6	7	nummod		
сати	sati	sat	сат	Nmpnn		240	7	8	advmod		
е	e	e	е	Vmip3si		240	8	3	xcomp		
од	od	od	од	S		240	9	10	case		
скопје	skopјe	Skopјe	Скопје	Nmsnn		240	10	8	obl		
.	.	.	.	Z		240	11	8	punct		
											
е	e	e	е	Vmip3si		241	1	0	root		With plane it is one hour. Yes.
со	so	so	со	S		241	2	3	case		
авион	avion	avion	авион	Nmsnn		241	3	1	obl		
еден	eden	eden	еден	M		241	4	5	nummod		
сат	sat	sat	сат	Nmsnn		241	5	1	advmod		
.	.	.	.	Z		241	6	1	punct		
да	da	da	да	Q		241	7	1	discourse		
.	.	.	.	Z		241	8	7	punct		
											
и	i	i	и	C		242	1	2	cc		And there the remains of Saint Sava are burned, of the holy man.
таму	tamu	tamu	таму	R		242	2	7	advmod		
мошти+	mošti+	mošti+	мошти+	N-pnn		242	3	7	nsubj		
те	te	toј	тој	Pd--pn		242	4	3	det	p_nom	
му	mu	toј	тој	Pp3msd		242	5	7	expl		
се	se	se	се	Px---a		242	6	7	cop		
запалени	zapaleni	zapali	запали	Vmp--se	A-pn	242	7	0	root		
на	na	na	на	S		242	8	9	case		
свети	sveti	cveti	cвети	Amsny		242	9	10	amod		
сава	sava	Sava	Сава	Nmsny		242	10	7	obl	iobj	
,	,	,	,	Z		242	11	7	punct		
на	na	na	на	S		242	12	13	case		
светителот	svetitelot	svetitel+	светител+	Nmsny		242	13	10	appos		
от	ot	toј	тој	Pd-msn		242	14	13	det	p_nom	
.	.	.	.	Z		242	15	13	punct		
											
значи	znači	znači	значи	Qo		243	1	5	discourse		So the remains were exibited in turk times.
мошти+	mošti+	mošti+	мошти+	N-pnn		243	2	5	nsubj		
те	te	toј	тој	Pd--pn		243	3	2	det	p_nom	
биле	bile	e	е	Vmp--pi	A-pn	243	4	5	cop		
изложени	izloženi	izloži	изложи	Vmp--se	A-pn	243	5	0	root		
во	vo	vo	во	S		243	6	7	case		
турско	tursko	turski	турски	Ansn		243	7	8	amod		
време	vreme	vreme	време	Nsnnn		243	8	5	obl		
.	.	.	.	Z		243	9	5	punct		
											
светител+	svetitel+	svetitel+	светител+	Nmsny		244	1	5	appos		The holy man Saint Sava he was one of the Nemanici, from the ? of Nemanici.
от	ot	toј	тој	Pd-msn		244	2	1	det	p_nom	
свети	sveti	cveti	cвети	Amsny		244	3	4	amod		
сава	sava	Sava	Сава	Nmsny		244	4	1	flat		
тој	toј	toј	тој	Pp3msn		244	5	6	nsubj		
бил	bil	e	е	Vmp--si	Amsn	244	6	0	root		
од	od	od	од	S		244	7	8	case		
овие	ovie	ovoј	овој	Pd--pn		244	8	9	det		
немајничи	nemaјniči	Nemaniќ	Неманиќ	Nmpny		244	9	6	obl		
,	,	,	,	Z		244	10	6	punct		
од	od	od	од	S		244	11	12	case		
красп+	krasp+	krasp+	красп+	Nmsnn		244	12	6	obl		
от	ot	toј	тој	Pd-msn		244	13	12	det	p_nom	
на	na	na	на	S		244	14	15	case		
немајничи	nemaјniči	Nemaniќ	Неманиќ	Nmpny		244	15	12	nmod		
,	,	,	,	Z		244	16	12	punct		
											
свети	sveti	cveti	cвети	Amsny		245	1	2	amod		Saint Sava was the son of Saint Simeon the peacemaker.
сава	sava	Sava	Сава	Nmsny		245	2	4	nsubj		
бил	bil	e	е	Vmp--si	Amsn	245	3	4	cop		
син	sin	sin	син	Nmsny		245	4	0	root		
на	na	na	на	S		245	5	6	case		
свети	sveti	cveti	cвети	Amsny		245	6	7	amod		
симеон	simeon	Simeon	Симеон	Nmsny		245	7	4	nmod		
мироточив	mirotočiv	mirotočiv	мироточив	Amsn		245	8	7	amod		
.	.	.	.	Z		245	9	3	punct		
											
татко	tatko	tatko	татко	Nmsny		246	1	5	appos		His father the same, he also became a monk on Saint Gora here, you know.
му	mu	toј	тој	Pp3msa		246	2	1	expl	poss	
исто	isto	isto	исто	R		246	3	7	advmod		
и	i	i	и	C		246	4	5	cc		
тој	toј	toј	тој	Pp3msn		246	5	7	nsubj		
се	se	se	се	Px---a		246	6	7	expl		
замонашил	zamonašil	zamonaši	замонаши	Vmp--se	Amsn	246	7	0	root		
на	na	na	на	S		246	8	9	case		
света	sveta	Sveta	Света	Afsn		246	9	10	amod		
гора	gora	Gora	Гора	Nfsnn		246	10	7	obl		
ваму	vamu	vamu	ваму	R		246	11	7	advmod		
знаеш	znaeš	znae	знае	Vmip2si		246	12	7	xcomp		
.	.	.	.	Z		246	13	12	punct		
											
таму	tamu	tamu	таму	R		247	1	3	advmod		There became monk his father and Saint Sava.
се	se	se	се	Px---a		247	2	3	expl		
замонашил	zamonašil	zamonaši	замонаши	Vmp--se	Amsn	247	3	0	root		
и	i	i	и	C		247	4	5	cc		
татко	tatko	tatko	татко	Nmsny		247	5	3	nsubj		
му	mu	toј	тој	Pp3msd		247	6	5	expl	poss	
и	i	i	и	C		247	7	9	cc		
свети	sveti	cveti	cвети	Amsny		247	8	9	amod		
сава	sava	Sava	Сава	Nmsny		247	9	6	nmod		
											
и	i	i	и	C		248	1	2	cc		And now Saint Sava, his remains were brought in this temple Saint Sava that is the temple.
сега	sega	sega	сега	R		248	2	9	advmod		
свети	sveti	cveti	cвети	Amsny		248	3	4	amod		
сава	sava	Sava	Сава	Nmsny		248	4	5	appos		
негови+	negovi+	negov+	негов+	A-pn		248	5	7	amod		
те	te	toј	тој	Pd--pn		248	6	5	det	p_nom	
мошти	mošti	mošti	мошти	N-pnn		248	7	9	nsubj		
биле	bile	e	е	Vmp--pi	A-pn	248	8	9	cop		
донесени	doneseni	donese	донесе	Vmp--pe	A-pn	248	9	0	root		
во	vo	vo	во	S		248	10	11	case		
овај	ovaј	ovoј	овој	Pd-msn		248	11	12	det		
храм+	xram+	xram+	храм+	Nmsnn		248	12	9	obl		
от	ot	toј	тој	Pd-msn		248	13	12	det	p_nom	
свети	sveti	cveti	cвети	Amsny		248	14	15	amod		
сава	sava	Sava	Сава	Nmsny		248	15	12	flat		
шо	šo	što	што	Pr		248	16	17	mark		
е	e	e	е	Vmip3si		248	17	9	advcl		
храм+	xram+	xram+	храм+	Nmsnn		248	18	17	nsubj		
от	ot	toј	тој	Pd-msn		248	19	18	det	p_nom	
											
ама	ama	ama	ама	C		249	1	5	cc		But the Turks burned it and now the remains of Saint Sava don't exist.
турци+	turci+	Turčin+	Турчин+	Nmpny		249	2	5	nsubj		
те	te	toј	тој	Pd--pn		249	3	2	det	p_nom	
го	go	toј	тој	Pp3msa		249	4	5	obj		
запалиле	zapalile	zapali	запали	Vmp--pe	A-pn	249	5	0	root		
и	i	i	и	C		249	6	8	cc		
не	ne	ne	не	Qz		249	7	8	advmod		
постоет	postoet	postoi	постои	Vmip3pi		249	8	5	conj		
сега	sega	sega	сега	R		249	9	8	advmod		
мошти+	mošti+	mošti+	мошти+	N-pnn		249	10	8	nsubj		
те	te	toј	тој	Pd--pn		249	11	10	det	p_nom	
на	na	na	на	S		249	12	13	case		
свети	sveti	cveti	cвети	Amsny		249	13	14	amod		
